type,count,amount,state,year,quarter,source,category,country,date,avg_transaction_value,growth
financial services,137291,33453857.404595934,Telangana,2019,4,aggregated,transaction,india,2019-Q4,243.6711612894941,-0.9933985367928999
others,703042,294688962.659046,Telangana,2019,4,aggregated,transaction,india,2019-Q4,419.162671161959,4.120816368152319
peer-to-peer payments,95668911,327641798044.80554,Telangana,2020,1,aggregated,transaction,india,2020-Q1,3424.7468129412023,135.07851451264648
merchant payments,76818285,31076431477.91269,Telangana,2020,1,aggregated,transaction,india,2020-Q1,404.54471846009955,-0.19704024852963986
recharge & bill payments,26324268,12324266104.564993,Telangana,2020,1,aggregated,transaction,india,2020-Q1,468.1712746795084,-0.6573176815910431
financial services,88184,59500639.38684589,Telangana,2020,1,aggregated,transaction,india,2020-Q1,674.7328243995042,-0.9966500872882771
others,509877,241784101.5460485,Telangana,2020,1,aggregated,transaction,india,2020-Q1,474.20083970457284,4.781967250294838
peer-to-peer payments,76683293,279478553909.7438,Telangana,2020,2,aggregated,transaction,india,2020-Q2,3644.5820592204323,149.3956699360826
merchant payments,44181999,26712043204.891266,Telangana,2020,2,aggregated,transaction,india,2020-Q2,604.5910961360364,-0.42383800601781674
recharge & bill payments,30885875,15106945863.857046,Telangana,2020,2,aggregated,transaction,india,2020-Q2,489.12151149536953,-0.3009398465651135
financial services,116776,134169906.74750492,Telangana,2020,2,aggregated,transaction,india,2020-Q2,1148.9510408603217,-0.99621911310591
others,187200,100126467.191328,Telangana,2020,2,aggregated,transaction,india,2020-Q2,534.8636067912821,0.6030691237925601
peer-to-peer payments,116668399,437459188905.0534,Telangana,2020,3,aggregated,transaction,india,2020-Q3,3749.594514492767,622.2286271367522
merchant payments,86836471,49743225885.179474,Telangana,2020,3,aggregated,transaction,india,2020-Q3,572.8379482991596,-0.2556984432434013
recharge & bill payments,32352860,18378477087.576897,Telangana,2020,3,aggregated,transaction,india,2020-Q3,568.0634443933827,-0.6274277428892752
financial services,195857,223377023.5052516,Telangana,2020,3,aggregated,transaction,india,2020-Q3,1140.5107987217796,-0.9939462229923414
others,318539,156875854.55487928,Telangana,2020,3,aggregated,transaction,india,2020-Q3,492.4855498224057,0.6263855772323685
peer-to-peer payments,160607487,591976601278.5154,Telangana,2020,4,aggregated,transaction,india,2020-Q4,3685.859310397624,503.2003867658277
merchant payments,143897953,81725950703.21272,Telangana,2020,4,aggregated,transaction,india,2020-Q4,567.9438032256979,-0.10403957070818248
recharge & bill payments,38174710,22006183348.80398,Telangana,2020,4,aggregated,transaction,india,2020-Q4,576.4597386281122,-0.7347098467759301
financial services,230134,275357720.01805824,Telangana,2020,4,aggregated,transaction,india,2020-Q4,1196.5103809869825,-0.993971558657551
others,733503,366346176.4068248,Telangana,2020,4,aggregated,transaction,india,2020-Q4,499.44741385764587,2.18728653740864
merchant payments,185230619,95927278280.53006,Telangana,2021,1,aggregated,transaction,india,2021-Q1,517.8802446291563,251.52878175004057
peer-to-peer payments,179738195,676276353116.8419,Telangana,2021,1,aggregated,transaction,india,2021-Q1,3762.5633945909044,-0.02965181474667533
recharge & bill payments,46371555,26447601338.53346,Telangana,2021,1,aggregated,transaction,india,2021-Q1,570.3410493465975,-0.7420050034440371
financial services,262473,320153410.17969453,Telangana,2021,1,aggregated,transaction,india,2021-Q1,1219.7574995511711,-0.9943397843785916
others,969268,387877900.5044867,Telangana,2021,1,aggregated,transaction,india,2021-Q1,400.17611280315316,2.6928293576863145
peer-to-peer payments,230861833,872151973637.885,Telangana,2021,2,aggregated,transaction,india,2021-Q2,3777.8092736441413,237.18163088021063
merchant payments,205232899,123207789311.2962,Telangana,2021,2,aggregated,transaction,india,2021-Q2,600.3315740879157,-0.11101416664226171
recharge & bill payments,58637866,31877277168.343227,Telangana,2021,2,aggregated,transaction,india,2021-Q2,543.6295578755071,-0.7142862265956688
financial services,278546,300569264.1443888,Telangana,2021,2,aggregated,transaction,india,2021-Q2,1079.0650885110135,-0.9952497248109268
others,856400,420723415.9150567,Telangana,2021,2,aggregated,transaction,india,2021-Q2,491.2697523529387,2.074537060306018
merchant payments,286735350,159227310549.39368,Telangana,2021,3,aggregated,transaction,india,2021-Q3,555.3110579124398,333.8147477814106
peer-to-peer payments,271436926,981754679241.0404,Telangana,2021,3,aggregated,transaction,india,2021-Q3,3616.8795959656586,-0.05335381214768253
recharge & bill payments,62744121,36434881136.01624,Telangana,2021,3,aggregated,transaction,india,2021-Q3,580.6899603552697,-0.7688445639116912
financial services,235519,329138539.4612142,Telangana,2021,3,aggregated,transaction,india,2021-Q3,1397.5031290945283,-0.996246357487421
others,1734852,543116826.3422191,Telangana,2021,3,aggregated,transaction,india,2021-Q3,313.06233980893995,6.366080868210208
merchant payments,376584215,212974766412.0156,Telangana,2021,4,aggregated,transaction,india,2021-Q4,565.5435303150335,216.0699373779435
peer-to-peer payments,331774591,1204991223519.016,Telangana,2021,4,aggregated,transaction,india,2021-Q4,3631.9575284142725,-0.11898965016364271
recharge & bill payments,66477036,44760398983.30789,Telangana,2021,4,aggregated,transaction,india,2021-Q4,673.3212200271367,-0.7996319253996157
financial services,298871,392141743.6705663,Telangana,2021,4,aggregated,transaction,india,2021-Q4,1312.076928409134,-0.9955041467251939
others,855060,639658842.8998816,Telangana,2021,4,aggregated,transaction,india,2021-Q4,748.0865002454583,1.860966771617186
merchant payments,449186799,243841863780.6793,Telangana,2022,1,aggregated,transaction,india,2022-Q1,542.8518031329752,524.3278120833626
peer-to-peer payments,368048408,1375289566667.7056,Telangana,2022,1,aggregated,transaction,india,2022-Q1,3736.708369806902,-0.18063396159600853
recharge & bill payments,66352138,50470450179.88254,Telangana,2022,1,aggregated,transaction,india,2022-Q1,760.6454245661615,-0.8197189919647744
financial services,284035,394283511.9410973,Telangana,2022,1,aggregated,transaction,india,2022-Q1,1388.1511501790178,-0.9957192788572993
others,2582005,642005688.7661512,Telangana,2022,1,aggregated,transaction,india,2022-Q1,248.64618339861897,8.090446599890859
merchant payments,565370506,307468406704.909,Telangana,2022,2,aggregated,transaction,india,2022-Q2,543.8352433349415,217.965689841809
peer-to-peer payments,422056582,1580014085694.835,Telangana,2022,2,aggregated,transaction,india,2022-Q2,3743.6072628168017,-0.25348673565224855
recharge & bill payments,75099130,63136761649.3931,Telangana,2022,2,aggregated,transaction,india,2022-Q2,840.7122911995532,-0.8220638340856392
financial services,245023,324857780.5553103,Telangana,2022,2,aggregated,transaction,india,2022-Q2,1325.825659449563,-0.9967373390344202
others,611316,470432687.3850265,Telangana,2022,2,aggregated,transaction,india,2022-Q2,769.5409369050155,1.4949331287266912
merchant payments,880414292,447150646953.73706,Telangana,2022,3,aggregated,transaction,india,2022-Q3,507.8866290754592,1439.1950742332933
peer-to-peer payments,626830752,2170173323588.53,Telangana,2022,3,aggregated,transaction,india,2022-Q3,3462.136017839358,-0.28802751421032136
recharge & bill payments,119779835,87937210666.27194,Telangana,2022,3,aggregated,transaction,india,2022-Q3,734.1570529486198,-0.8089119995823051
financial services,340458,442783619.09123904,Telangana,2022,3,aggregated,transaction,india,2022-Q3,1300.5528408533182,-0.9971576350894121
others,800064,621900924.4423015,Telangana,2022,3,aggregated,transaction,india,2022-Q3,777.313970435242,1.3499638721956893
merchant payments,1002521735,491556008133.53546,Telangana,2022,4,aggregated,transaction,india,2022-Q4,490.3195521576751,1252.0519245960322
peer-to-peer payments,694612831,2270794857506.6895,Telangana,2022,4,aggregated,transaction,india,2022-Q4,3269.260533082971,-0.3071343924528479
recharge & bill payments,121188131,92136759501.4202,Telangana,2022,4,aggregated,transaction,india,2022-Q4,760.278739684666,-0.8255313959209025
financial services,401838,498719426.0054372,Telangana,2022,4,aggregated,transaction,india,2022-Q4,1241.0957301336289,-0.996684180235439
others,782297,680680558.3343163,Telangana,2022,4,aggregated,transaction,india,2022-Q4,870.105034704615,0.9467969679323509
merchant payments,830385203,369961744486.0,Telangana,2023,1,aggregated,transaction,india,2023-Q1,445.53027095064937,1060.4705195085753
peer-to-peer payments,522865792,1898813645344.0,Telangana,2023,1,aggregated,transaction,india,2023-Q1,3631.5507237161155,-0.370333442707071
recharge & bill payments,86187673,102787343319.0,Telangana,2023,1,aggregated,transaction,india,2023-Q1,1192.5991239953769,-0.8351629149990367
financial services,326874,458821191.0,Telangana,2023,1,aggregated,transaction,india,2023-Q1,1403.6637695258723,-0.9962074158795307
others,565916,560179944.0,Telangana,2023,1,aggregated,transaction,india,2023-Q1,989.8641211769944,0.7312970747138041
merchant payments,977182965,429169888297.0,Telangana,2023,2,aggregated,transaction,india,2023-Q2,439.19092295781064,1725.7279331208165
peer-to-peer payments,593322476,2155918289810.0,Telangana,2023,2,aggregated,transaction,india,2023-Q2,3633.6366428329948,-0.39282355786871503
recharge & bill payments,94107914,112036624317.0,Telangana,2023,2,aggregated,transaction,india,2023-Q2,1190.5122487041845,-0.8413882537630346
financial services,354045,517795343.0,Telangana,2023,2,aggregated,transaction,india,2023-Q2,1462.5127963959383,-0.9962378828203545
others,463571,507337241.0,Telangana,2023,2,aggregated,transaction,india,2023-Q2,1094.411084817644,0.30935615529099403
merchant payments,1128208049,480552979790.0,Telangana,2023,3,aggregated,transaction,india,2023-Q3,425.9435839125094,2432.73301824316
peer-to-peer payments,647331506,2270794857506.6895,Telangana,2023,3,aggregated,transaction,india,2023-Q3,3508.048493102901,-0.42623037783344164
recharge & bill payments,98661838,116319676778.0,Telangana,2023,3,aggregated,transaction,india,2023-Q3,1178.9733410196554,-0.8475868437029234
financial services,420147,666845736.0,Telangana,2023,3,aggregated,transaction,india,2023-Q3,1587.1724325057658,-0.9957415449730421
others,424384,478544808.0,Telangana,2023,3,aggregated,transaction,india,2023-Q3,1127.6221723721912,0.010084565640121168
merchant payments,1225132365,532737433404.0,Telangana,2023,4,aggregated,transaction,india,2023-Q4,434.8407148675727,2885.8486205889008
peer-to-peer payments,695789540,2270794857506.6895,Telangana,2023,4,aggregated,transaction,india,2023-Q4,3263.7316079246198,-0.4320699053607975
recharge & bill payments,99012602,129036561862.0,Telangana,2023,4,aggregated,transaction,india,2023-Q4,1303.233722329608,-0.8576974842134016
financial services,483067,734596496.0,Telangana,2023,4,aggregated,transaction,india,2023-Q4,1520.6927734662065,-0.9951211563958293
others,404604,489730148.0,Telangana,2023,4,aggregated,transaction,india,2023-Q4,1210.3937380747595,-0.16242674411624058
merchant payments,1341371332,554207756092.0,Telangana,2024,1,aggregated,transaction,india,2024-Q1,413.1650519663857,3314.26957716681
peer-to-peer payments,735409951,2270794857506.6895,Telangana,2024,1,aggregated,transaction,india,2024-Q1,3087.8971804412413,-0.4517476753409547
recharge & bill payments,101670893,131284438344.0,Telangana,2024,1,aggregated,transaction,india,2024-Q1,1291.26866569373,-0.8617493646071156
financial services,494360,861174964.0,Telangana,2024,1,aggregated,transaction,india,2024-Q1,1741.9996844404886,-0.9951376447534498
others,438771,485343794.0,Telangana,2024,1,aggregated,transaction,india,2024-Q1,1106.1437378495843,-0.1124463953394288
merchant payments,1526789940,632844110484.0,Telangana,2024,2,aggregated,transaction,india,2024-Q2,414.4932409523212,3478.696561532098
peer-to-peer payments,782892642,2270794857506.6895,Telangana,2024,2,aggregated,transaction,india,2024-Q2,2900.615221469065,-0.48722963029216715
recharge & bill payments,106504222,130765020697.0,Telangana,2024,2,aggregated,transaction,india,2024-Q2,1227.7918963344007,-0.8639606297385536
financial services,612770,1074628255.0,Telangana,2024,2,aggregated,transaction,india,2024-Q2,1753.722040896258,-0.9942465191661604
others,464783,554652542.0,Telangana,2024,2,aggregated,transaction,india,2024-Q2,1193.3580660222083,-0.2415049692380502
merchant payments,1664638136,684200679447.0,Telangana,2024,3,aggregated,transaction,india,2024-Q3,411.02066848659535,3580.5383437001783
peer-to-peer payments,841546198,2270794857506.6895,Telangana,2024,3,aggregated,transaction,india,2024-Q3,2698.449971680974,-0.4944569754828686
recharge & bill payments,102792228,124734574180.0,Telangana,2024,3,aggregated,transaction,india,2024-Q3,1213.4630857500238,-0.8778531371845137
financial services,714030,1263598650.0,Telangana,2024,3,aggregated,transaction,india,2024-Q3,1769.6716524515778,-0.9930536577142778
others,447243,515868932.0,Telangana,2024,3,aggregated,transaction,india,2024-Q3,1153.4421600785256,-0.37363556153102806
merchant payments,1807552234,746607282900.0,Telangana,2024,4,aggregated,transaction,india,2024-Q4,413.0488009454669,4040.5439347289953
peer-to-peer payments,905771898,2270794857506.6895,Telangana,2024,4,aggregated,transaction,india,2024-Q4,2507.1105862033837,-0.4988958653794566
recharge & bill payments,106373063,132027650387.0,Telangana,2024,4,aggregated,transaction,india,2024-Q4,1241.1756008849723,-0.8825608707502648
financial services,2272332,1391283281.0,Telangana,2024,4,aggregated,transaction,india,2024-Q4,612.2711298349009,-0.9786380881031883
others,482076,645034160.0,Telangana,2024,4,aggregated,transaction,india,2024-Q4,1338.0341688862336,-0.7878496628133564
recharge & bill payments,86819,14079439.569905948,Tripura,2018,1,aggregated,transaction,india,2018-Q1,162.17002695154227,
peer-to-peer payments,44844,112229994.97675678,Tripura,2018,1,aggregated,transaction,india,2018-Q1,2502.6758312540537,-0.4834771190637994
financial services,4842,672247.5881710155,Tripura,2018,1,aggregated,transaction,india,2018-Q1,138.83675922573636,-0.892025689055392
merchant payments,4833,6080959.882836086,Tripura,2018,1,aggregated,transaction,india,2018-Q1,1258.2164044767403,-0.0018587360594795044
others,6819,4916272.512952799,Tripura,2018,1,aggregated,transaction,india,2018-Q1,720.9667858854376,0.41092489137181865
recharge & bill payments,118171,22554398.15273035,Tripura,2018,2,aggregated,transaction,india,2018-Q2,190.86237869469116,16.329667106613872
peer-to-peer payments,73821,197666881.8729688,Tripura,2018,2,aggregated,transaction,india,2018-Q2,2677.651100269148,-0.37530358548205567
merchant payments,9621,10570951.151568787,Tripura,2018,2,aggregated,transaction,india,2018-Q2,1098.7372572049462,-0.8696712317633194
financial services,6925,1264101.904810368,Tripura,2018,2,aggregated,transaction,india,2018-Q2,182.5417913083564,-0.28022035131483214
others,6021,4835385.634057636,Tripura,2018,2,aggregated,transaction,india,2018-Q2,803.0868018697287,-0.13054151624548738
peer-to-peer payments,186065,398867427.3246338,Tripura,2018,3,aggregated,transaction,india,2018-Q3,2143.699391742852,29.902673974422854
recharge & bill payments,156308,33484811.21282282,Tripura,2018,3,aggregated,transaction,india,2018-Q3,214.22327208346866,-0.15992798215677317
merchant payments,21476,16092396.41113394,Tripura,2018,3,aggregated,transaction,india,2018-Q3,749.3200042435249,-0.862604601172045
financial services,8106,1080000.0112896338,Tripura,2018,3,aggregated,transaction,india,2018-Q3,133.23464239941202,-0.6225554106910038
others,5748,4338753.080712541,Tripura,2018,3,aggregated,transaction,india,2018-Q3,754.8283021420565,-0.2908956328645448
recharge & bill payments,204720,38334816.66379926,Tripura,2018,4,aggregated,transaction,india,2018-Q4,187.25486842418553,34.61586638830898
peer-to-peer payments,179739,549068822.3729683,Tripura,2018,4,aggregated,transaction,india,2018-Q4,3054.811823660799,-0.12202520515826498
merchant payments,50888,31066467.63339032,Tripura,2018,4,aggregated,transaction,india,2018-Q4,610.4871017408882,-0.716878362514535
financial services,6441,1023126.8205747404,Tripura,2018,4,aggregated,transaction,india,2018-Q4,158.84595879129645,-0.873427920138343
others,6271,5392365.973713988,Tripura,2018,4,aggregated,transaction,india,2018-Q4,859.889327653323,-0.026393417171246658
peer-to-peer payments,296993,679165332.8123899,Tripura,2019,1,aggregated,transaction,india,2019-Q1,2286.8058601124935,46.359751235847554
recharge & bill payments,227997,44429378.42277926,Tripura,2019,1,aggregated,transaction,india,2019-Q1,194.8682588927892,-0.2323152397531255
merchant payments,46642,28109966.31994779,Tripura,2019,1,aggregated,transaction,india,2019-Q1,602.6749779157796,-0.795427132813151
financial services,4189,461473.58856435167,Tripura,2019,1,aggregated,transaction,india,2019-Q1,110.16318657540026,-0.9101882423566743
others,5105,4728790.472138839,Tripura,2019,1,aggregated,transaction,india,2019-Q1,926.3056752475688,0.21866793984244448
peer-to-peer payments,240776,751113516.2256755,Tripura,2019,2,aggregated,transaction,india,2019-Q2,3119.5530959301404,46.16474045053869
recharge & bill payments,218649,48989430.60730426,Tripura,2019,2,aggregated,transaction,india,2019-Q2,224.05513223158698,-0.09189869422201546
merchant payments,64829,35275706.82877502,Tripura,2019,2,aggregated,transaction,india,2019-Q2,544.134674740857,-0.7035019597619929
financial services,1899,339184.3344705297,Tripura,2019,2,aggregated,transaction,india,2019-Q2,178.6120771303474,-0.9707075537182434
others,6405,6103644.851151889,Tripura,2019,2,aggregated,transaction,india,2019-Q2,952.9500157926446,2.372827804107425
recharge & bill payments,339539,81845425.35425141,Tripura,2019,3,aggregated,transaction,india,2019-Q3,241.04867291902085,52.01155347384856
peer-to-peer payments,270163,884623553.9011384,Tripura,2019,3,aggregated,transaction,india,2019-Q3,3274.406761477843,-0.2043240982626443
merchant payments,68399,44802063.64430427,Tripura,2019,3,aggregated,transaction,india,2019-Q3,655.0105066492824,-0.7468232141336897
financial services,27970,582020.9903208594,Tripura,2019,3,aggregated,transaction,india,2019-Q3,20.80875903900105,-0.5910758929224111
others,5646,5524358.927209696,Tripura,2019,3,aggregated,transaction,india,2019-Q3,978.4553537388763,-0.798140865212728
recharge & bill payments,373779,88001651.28693296,Tripura,2019,4,aggregated,transaction,india,2019-Q4,235.4376551035049,65.20244420828905
peer-to-peer payments,359076,1071507585.9983548,Tripura,2019,4,aggregated,transaction,india,2019-Q4,2984.069071723966,-0.03933607827084984
merchant payments,62458,51274033.7207277,Tripura,2019,4,aggregated,transaction,india,2019-Q4,820.9362086638653,-0.8260591072642003
financial services,2239,377097.6671310841,Tripura,2019,4,aggregated,transaction,india,2019-Q4,168.42236138056458,-0.9641519100835761
others,4272,4239791.585043055,Tripura,2019,4,aggregated,transaction,india,2019-Q4,992.460577023187,0.9079946404644932
recharge & bill payments,449584,114355218.03514044,Tripura,2020,1,aggregated,transaction,india,2020-Q1,254.35784644280145,104.23970037453184
peer-to-peer payments,366218,1400694933.570157,Tripura,2020,1,aggregated,transaction,india,2020-Q1,3824.7572035513194,-0.18542919676856828
merchant payments,102861,68590603.6377098,Tripura,2020,1,aggregated,transaction,india,2020-Q1,666.828084868996,-0.7191263127426832
financial services,1722,1066651.521721911,Tripura,2020,1,aggregated,transaction,india,2020-Q1,619.4259708025035,-0.9832589611222913
others,4117,4071399.623773268,Tripura,2020,1,aggregated,transaction,india,2020-Q1,988.9238823835968,1.3908246225319396
recharge & bill payments,600206,163220166.76643574,Tripura,2020,2,aggregated,transaction,india,2020-Q2,271.94024512656614,144.78722370658247
peer-to-peer payments,346863,1501452755.6890235,Tripura,2020,2,aggregated,transaction,india,2020-Q2,4328.662197147069,-0.4220934145943226
merchant payments,97816,99795973.60794038,Tripura,2020,2,aggregated,transaction,india,2020-Q2,1020.2418173707816,-0.7179981721890198
financial services,2904,2247782.5219734698,Tripura,2020,2,aggregated,transaction,india,2020-Q2,774.0297940679992,-0.9703116054633188
others,4731,2459205.000588993,Tripura,2020,2,aggregated,transaction,india,2020-Q2,519.8065949247501,0.6291322314049588
recharge & bill payments,627363,185201997.2796099,Tripura,2020,3,aggregated,transaction,india,2020-Q3,295.20707673166874,131.60684844641725
peer-to-peer payments,477769,1959371082.917304,Tripura,2020,3,aggregated,transaction,india,2020-Q3,4101.08458882285,-0.2384488725028413
merchant payments,202106,190218136.2808841,Tripura,2020,3,aggregated,transaction,india,2020-Q3,941.180055420839,-0.5769796700916133
financial services,3828,3141391.5755430083,Tripura,2020,3,aggregated,transaction,india,2020-Q3,820.6352078221025,-0.9810594440541103
others,6819,3886908.162543657,Tripura,2020,3,aggregated,transaction,india,2020-Q3,570.0114624642406,0.7813479623824451
peer-to-peer payments,650386,2683789889.83192,Tripura,2020,4,aggregated,transaction,india,2020-Q4,4126.457042174832,94.37850124651709
recharge & bill payments,631611,192385823.43220183,Tripura,2020,4,aggregated,transaction,india,2020-Q4,304.59542888297045,-0.028867472547072004
merchant payments,357567,296872485.4156503,Tripura,2020,4,aggregated,transaction,india,2020-Q4,830.2569460147338,-0.4338809805402376
financial services,4084,3666639.308697606,Tripura,2020,4,aggregated,transaction,india,2020-Q4,897.8059032070533,-0.9885783643345163
others,8242,5416158.232838955,Tripura,2020,4,aggregated,transaction,india,2020-Q4,657.141256107614,1.0181194906953968
peer-to-peer payments,643366,2821226150.5919185,Tripura,2021,1,aggregated,transaction,india,2021-Q1,4385.102959422659,77.05945158942005
recharge & bill payments,508718,173211140.89346513,Tripura,2021,1,aggregated,transaction,india,2021-Q1,340.485575296068,-0.2092867823291874
merchant payments,350366,333743281.32103896,Tripura,2021,1,aggregated,transaction,india,2021-Q1,952.5561307919118,-0.3112765815245382
financial services,3146,2879929.222833151,Tripura,2021,1,aggregated,transaction,india,2021-Q1,915.4256906653372,-0.9910208182300794
others,5827,4281067.764165951,Tripura,2021,1,aggregated,transaction,india,2021-Q1,734.6949998568648,0.8521932612841703
peer-to-peer payments,703728,2865655130.4313264,Tripura,2021,2,aggregated,transaction,india,2021-Q2,4072.1061694736127,119.77020765402438
recharge & bill payments,589839,189808502.9050523,Tripura,2021,2,aggregated,transaction,india,2021-Q2,321.79713939744966,-0.16183667553372894
merchant payments,440060,404915546.5177107,Tripura,2021,2,aggregated,transaction,india,2021-Q2,920.137132476732,-0.2539320051742934
financial services,3656,3503925.3381061675,Tripura,2021,2,aggregated,transaction,india,2021-Q2,958.4040859152537,-0.9916920419942735
others,7146,4271255.844077852,Tripura,2021,2,aggregated,transaction,india,2021-Q2,597.7128245281068,0.9545951859956237
peer-to-peer payments,864329,3491901741.1594186,Tripura,2021,3,aggregated,transaction,india,2021-Q3,4040.0145559843745,119.95284075006997
recharge & bill payments,620991,215226019.57596284,Tripura,2021,3,aggregated,transaction,india,2021-Q3,346.58476463582053,-0.2815339992063207
merchant payments,584079,648504775.623629,Tripura,2021,3,aggregated,transaction,india,2021-Q3,1110.3031877941664,-0.0594404749827292
financial services,2886,3473153.087671739,Tripura,2021,3,aggregated,transaction,india,2021-Q3,1203.448748327006,-0.995058887581988
others,8915,5028078.734792852,Tripura,2021,3,aggregated,transaction,india,2021-Q3,564.0021014910658,2.089050589050589
peer-to-peer payments,1060915,4368786747.103016,Tripura,2021,4,aggregated,transaction,india,2021-Q4,4117.942292363682,118.00336511497476
merchant payments,793636,874005407.7140213,Tripura,2021,4,aggregated,transaction,india,2021-Q4,1101.2673413429095,-0.25193252993877924
recharge & bill payments,650251,241225282.0745189,Tripura,2021,4,aggregated,transaction,india,2021-Q4,370.9725660929685,-0.18066846766023714
financial services,3635,5073898.6076811645,Tripura,2021,4,aggregated,transaction,india,2021-Q4,1395.8455591970192,-0.9944098509652427
others,12256,7838128.800210228,Tripura,2021,4,aggregated,transaction,india,2021-Q4,639.5340078500512,2.3716643741403027
peer-to-peer payments,1221863,4934712034.365204,Tripura,2022,1,aggregated,transaction,india,2022-Q1,4038.678668856659,98.69508812010444
merchant payments,992891,1037265262.65705,Tripura,2022,1,aggregated,transaction,india,2022-Q1,1044.6919779281411,-0.1873958046032984
recharge & bill payments,641170,262348230.9954375,Tripura,2022,1,aggregated,transaction,india,2022-Q1,409.1710950222835,-0.3542392870919365
financial services,4351,5782533.242268167,Tripura,2022,1,aggregated,transaction,india,2022-Q1,1329.0124666210452,-0.9932139682143581
others,10915,7221703.089884497,Tripura,2022,1,aggregated,transaction,india,2022-Q1,661.6310664117725,1.50861870834291
peer-to-peer payments,1443647,5354182193.788111,Tripura,2022,2,aggregated,transaction,india,2022-Q2,3708.789055626556,131.2626660558864
merchant payments,1322009,1235804019.563663,Tripura,2022,2,aggregated,transaction,india,2022-Q2,934.7924405686066,-0.08425743966495969
recharge & bill payments,638643,278018856.17835283,Tripura,2022,2,aggregated,transaction,india,2022-Q2,435.3274931038982,-0.5169147865105306
financial services,3812,4533635.768901512,Tripura,2022,2,aggregated,transaction,india,2022-Q2,1189.306340215507,-0.9940310940541116
others,10553,5732336.736273008,Tripura,2022,2,aggregated,transaction,india,2022-Q2,543.1949906446516,1.7683630640083945
peer-to-peer payments,1836678,6718925839.047781,Tripura,2022,3,aggregated,transaction,india,2022-Q3,3658.1947619821117,173.04321046148016
merchant payments,1660497,1589078400.2615328,Tripura,2022,3,aggregated,transaction,india,2022-Q3,956.9896243483323,-0.0959237275123892
recharge & bill payments,745382,329401812.4140819,Tripura,2022,3,aggregated,transaction,india,2022-Q3,441.9234867679685,-0.5511090956502782
financial services,4343,5330626.119674753,Tripura,2022,3,aggregated,transaction,india,2022-Q3,1227.406428661007,-0.9941734573681683
others,9679,5616127.06807068,Tripura,2022,3,aggregated,transaction,india,2022-Q3,580.2383581021469,1.2286437946120192
peer-to-peer payments,2252390,8142233538.414012,Tripura,2022,4,aggregated,transaction,india,2022-Q4,3614.9306019002092,231.70895753693563
merchant payments,2054988,1925282618.8109848,Tripura,2022,4,aggregated,transaction,india,2022-Q4,936.8826576169714,-0.08764112786861955
recharge & bill payments,874800,373875271.19878656,Tripura,2022,4,aggregated,transaction,india,2022-Q4,427.38371193276924,-0.5743040835274951
financial services,5787,5028488.55453164,Tripura,2022,4,aggregated,transaction,india,2022-Q4,868.928383364721,-0.9933847736625514
others,10225,6551901.175783692,Tripura,2022,4,aggregated,transaction,india,2022-Q4,640.7727311279895,0.7668913081043718
merchant payments,2991978,2538146159.0,Tripura,2023,1,aggregated,transaction,india,2023-Q1,848.3171196445963,291.6139853300734
peer-to-peer payments,2961284,10170883076.0,Tripura,2023,1,aggregated,transaction,india,2023-Q1,3434.619265156601,-0.0102587652716698
recharge & bill payments,1146228,565902758.0,Tripura,2023,1,aggregated,transaction,india,2023-Q1,493.70871938218227,-0.6129287160569536
financial services,7716,6190362.0,Tripura,2023,1,aggregated,transaction,india,2023-Q1,802.2760497667185,-0.993268354986966
others,11481,7160536.0,Tripura,2023,1,aggregated,transaction,india,2023-Q1,623.6857416601341,0.48794712286158637
merchant payments,3654027,2936486824.0,Tripura,2023,2,aggregated,transaction,india,2023-Q2,803.6303026770191,317.2673112098249
peer-to-peer payments,3144448,10396364428.0,Tripura,2023,2,aggregated,transaction,india,2023-Q2,3306.2605671965316,-0.13945682393698788
recharge & bill payments,1112236,570797284.0,Tripura,2023,2,aggregated,transaction,india,2023-Q2,513.1979939509241,-0.6462857709842873
financial services,8100,8721399.0,Tripura,2023,2,aggregated,transaction,india,2023-Q2,1076.7159259259258,-0.992717372931644
others,10732,6760147.0,Tripura,2023,2,aggregated,transaction,india,2023-Q2,629.9056093924711,0.32493827160493827
merchant payments,4388876,3335231974.0,Tripura,2023,3,aggregated,transaction,india,2023-Q3,759.928504245734,407.9522922102125
peer-to-peer payments,3553878,11300910781.0,Tripura,2023,3,aggregated,transaction,india,2023-Q3,3179.881464979946,-0.19025326757921623
recharge & bill payments,1144676,597050057.0,Tripura,2023,3,aggregated,transaction,india,2023-Q3,521.5886914725215,-0.6779079079248078
financial services,11060,9972113.0,Tripura,2023,3,aggregated,transaction,india,2023-Q3,901.6377034358047,-0.9903378772683274
others,10272,6058405.0,Tripura,2023,3,aggregated,transaction,india,2023-Q3,589.7979945482866,-0.07124773960217001
merchant payments,5112814,3958280687.0,Tripura,2023,4,aggregated,transaction,india,2023-Q4,774.1882820302088,496.74279595015577
peer-to-peer payments,3854572,12207187199.0,Tripura,2023,4,aggregated,transaction,india,2023-Q4,3166.9371330980457,-0.24609578991138736
recharge & bill payments,1152820,638954177.0,Tripura,2023,4,aggregated,transaction,india,2023-Q4,554.2532025814958,-0.7009213993148915
financial services,10341,9913640.0,Tripura,2023,4,aggregated,transaction,india,2023-Q4,958.6732424330336,-0.9910298225221631
others,10363,5561091.0,Tripura,2023,4,aggregated,transaction,india,2023-Q4,536.6294509311975,0.002127453824581682
